ID,RT1,RMT11,N19461,MWA2,MWA1,MW1,MRG3,MR3,M9730,M6946,M6945,M5294,M3183,M3179,M3174,M24905,M24207,M24203,M22785,M22784,M22782,M11666,M11665,M10973,M03541,JM99,JM97,JM96,JM95,JM93,JM92,JM89,JM88,JM86,JM47,JM4432,JM3944,JM37,JM2935,JM24,JM21536,JM21530,JM21357,JM21271,JM21269,JM21268,JM210,JM20761,JM200,JM19758,JM19756,JM19751,JM19750,JM19749,JM19746,JM1913,JM1912,JM187,JM18590,JM170,JM168,JM167,JM166,JM165,JM163,JM1601,JM1598,JM1597,JM1596,JM158,JM157,JM156,JM155,JM15445,JM154,JM152,JM151,JM15026,JM15025,JM149,JM146,JM145,JM14452,JM14448,JM14417,JM14415,JM1420,JM134,JM11445,JM108,JM100,J7727,J5030,J3810,J3716,J20265,J17410,J17406,J17403,J17401,J17400,J16543,J16535,J16458,J16158,J15888,J15870,J13244,J11443,J11098,J10471,G41,G34,G27,G23,G13,EA2,CM952,CM933,CM862,CM861,CM860,CM675,CM674,CM6565,CM6540,CM6539,CM6523,CM3877,CM3795,CM3793,JM1600,JM153,JM14447,J17407,J13235,CM3663,CM3662,CM3661,CM3660,CM3652,CM3651,CM3644,CM3643,CM3642,CM3543,CM3542,CM2991,CM2988,CM2980,CM2822,CM2794,CM2748,CM21,CM16495,CM15246,CM12786,CM12785,CM11764,CM10563,CM10562,CM10561,CG1,CDT8,BSW14,CM16483,JM188,CM3713,JM205,CM6541,JM2205,J17402,JM91,M10967,M29961,MRG4,JM213
X LM70 L Most anterior point in foramen ovale,0.559452772,0.814733887,0.338516498,0.303306961,-0.254846525,0.644227505,-0.278748655,1.950783348,-4.070294952,-4.734985352,-3.618629456,-4.890933609,-4.076076889,-6.273881149,-5.451531601,-6.029123306,8.376968384,4.289846039,-5.815837479,-4.718445206,-5.30772934,-5.908996964,-5.513111496,-7.462915802,4.774425888,1.02779808,9.38664856,7.159042358,9.963941193,9.042481232,7.539640045,-1.187011337,-8.072366333,9.336013794,8.667707825,0.466068363,1.045685959,-4.278405762,1.623098373,-2.840462494,1.501727581,0.549358559,1.52300663,2.133077621,-0.295424104,-0.19692297,9.976880646,0.187254941,7.987870789,2.080582047,-0.646335602,7.851496887,-1.88945179,-1.157596684,1.422745323,-2.824084663,8.484674835,9.791579437,0.556417418,9.72781601,7.680212402,9.449960327,8.896243286,8.596788025,-6.634195709,0.925622368,3.022061539,-3.969778061,8.508425903,9.329917145,8.766518402,9.109957123,8.7579216,1.489403439,-4.076516342,-4.424489975,-2.065261078,1.383401203,1.636897278,9.716305542,0.241606092,-1.824832344,2.617164421,2.169246292,8.964412689,9.383078003,9.261296844,9.160587311,-1.644495964,9.793269348,-1.442579842,1.053488064,0.586697912,0.298292589,0.380850315,9.55241394,-1.261784935,-0.375265336,8.255226898,8.6709198,1.694472885,8.46342392,10.45654297,-5.419399261,-1.027434063,8.098080444,9.060744476,9.028697205,-2.048236656,10.25502319,-4.681010818,0.906665421,0.521288967,1.229103184,0.921498775,-0.32547183,-0.90470562,-5.513332367,2.832813072,-0.027062619,6.501885223,7.253534698,6.954891205,7.495843506,3.763021851,8.03297348,2.47880249,-5.192640305,3.083095932,4.058560944,-0.307063103,-2.397166252,8.248881531,0.318242383,-11.27838669,-0.023391557,-9.301609039,3.315774536,6.719445801,-3.226650238,1.832967377,2.422478485,7.057849121,8.716835022,0.452497864,1.949522209,8.433926392,8.445033264,7.848878479,6.698345947,8.081000519,-6.929361725,-5.115774536,7.625597382,7.060781097,3.54145546,-6.417417145,3.608836365,2.250630569,6.949259949,6.747573853,6.119646835,1.941788292,1.225134563,-0.009453769,-8.918917084,4.147685242,8.223813629,8.426232147,2.337581253,1.504617977,0.857316589,8.41418457,-11.82852097,-2.769240189,1.079059696,9.465202332
Y LM70 L Most anterior point in foramen ovale,-5.969656372,-5.36499176,-2.47964344,-5.18151741,-5.24475975,-5.810209274,-4.65472641,-5.124679184,-2.652123451,-2.270471191,-3.709112167,-7.016518402,-1.593108749,-7.495227814,-6.706401062,-1.94891243,-6.8256073,-4.257296371,-3.81954422,-3.400823975,-3.181028175,-7.001304626,-7.609023285,-8.250526428,-4.166592789,-6.027389908,-7.838398743,-7.801266479,-8.589115906,-8.649365997,-8.967913055,-10.52020798,-4.257056046,-8.429328156,-8.167501831,-5.72247467,-5.758588791,-16.64226379,-11.57693481,-11.54719849,-6.358069229,-7.140293884,-4.950521088,-5.058166504,-5.189400864,-5.486080551,-8.437573242,-6.095624924,-8.852833557,-5.629643631,-5.513574982,-18.40809937,-5.291882324,-5.429016876,-5.709947205,-10.50961456,-8.571039581,-8.281099701,-5.556833267,-7.765126801,-8.506885529,-7.855360413,-8.370379639,-8.322678375,-7.484668732,-4.981588745,-14.31733551,-9.223699188,-7.913894653,-8.545298004,-8.251301575,-8.519880676,-7.563037872,-5.735945511,-10.31156616,-16.1055542,-11.06461029,-5.110079193,-5.660216904,-8.507272339,-5.716299057,-10.73422089,-5.876290131,-5.804879379,-8.085066223,-9.001869965,-8.764704132,-8.196984863,-11.22991867,-8.804019165,-11.14786911,-5.653643799,-5.685384369,-4.66488533,-4.454107285,-8.647514343,-10.89296875,-5.417391968,-7.850511932,-8.931437683,-6.098457718,-8.51236496,-7.505830383,-16.74596252,-5.815503311,-7.642807007,-8.301532745,-7.318777466,-11.53103027,-8.246951294,-16.95823059,-5.498884583,-5.157093811,-5.041270065,-5.079740143,-5.141969299,-4.362624359,-6.26051178,-4.026155472,-3.675085831,-6.828781891,-6.833643341,-6.825751495,-7.399004364,-3.564444351,-7.44323349,-3.453565979,-5.807316208,-4.513665009,-13.2505249,-4.421255875,-11.86461639,-8.306328583,-6.100560379,-12.86714935,-20.75405731,-5.865232086,-4.434613037,-7.07720871,-8.729331207,-4.614494705,-4.297729874,-6.687104797,-7.711257172,-9.016194153,-3.343825912,-6.448791504,-6.57760849,-7.679023743,-7.838893127,-7.88737793,-6.841605377,-6.238608551,-6.944619751,-6.216806793,-9.477207184,-7.248049164,-5.105333328,-3.895954514,-6.503248596,-6.680410767,-7.208153534,-5.398548889,-5.564179993,-5.202997208,-5.373921204,-13.66413574,-7.569037628,-8.420793152,-5.044874954,-5.668587875,-5.967058563,-8.539428711,-6.186282349,-3.733942795,-4.849356079,-8.316917419
Z LM70 L Most anterior point in foramen ovale,-16.17240906,-17.36036224,-23.30961456,-17.0051712,-16.97908478,-16.24702911,-17.45638885,-17.29733276,-10.6592865,-11.35209503,-9.565575409,-5.112626266,-12.48690948,-4.335283661,-5.051151657,-7.489395905,-12.96125946,-12.40476685,-9.850668335,-9.731597137,-10.36725616,-5.065907288,-3.744431686,-4.097800827,-12.5811058,-15.7827713,-12.48399048,-13.07420349,-11.52411652,-10.81270523,-11.0454689,-8.124324799,-18.00744629,-11.93493423,-12.20087204,-16.3033844,-16.27415466,-11.4943718,-16.74625244,-7.531097412,-15.22693787,-20.66411285,-17.30960999,-17.24363861,-16.7003952,-16.17098236,-11.64884796,-15.35428162,-11.10163651,-16.10920258,-16.24673309,-4.131977844,-19.13914795,-15.95689392,-21.15540314,-7.408922577,-11.66096649,-11.87308121,-16.12572327,-12.3835289,-10.90101852,-13.02777863,-12.38266754,-12.39476242,-13.41777649,-17.51136475,-14.06152344,-16.21927643,-12.46404572,-11.22136536,-11.92035599,-11.18951187,-13.44271393,-16.55482788,-8.303588104,-12.75362778,-6.438921356,-17.40331879,-17.9687912,-11.76027451,-16.70017853,-7.433432007,-16.29257965,-16.42516022,-12.67248001,-10.7704567,-10.90588989,-12.43988724,-6.154933548,-10.7481369,-6.63832016,-16.15835419,-16.41362152,-18.16967926,-18.20825043,-11.36622391,-5.883103943,-15.72020569,-12.40452347,-11.09085464,-16.27429504,-11.82108383,-13.06100311,-12.31127548,-16.95377197,-13.04508667,-11.96578979,-13.23738708,-5.651345062,-11.75688248,-11.11920395,-16.39986115,-17.0423172,-17.28879547,-17.15159607,-17.19284058,-18.17607269,-8.635128021,-11.20065689,-11.70173721,-11.87307816,-12.1802124,-12.93569794,-12.15474548,-12.06808395,-11.32842636,-12.04033966,-8.86838913,-12.39290466,-15.82344513,-16.31128693,-4.193996811,-12.75711365,-15.59708862,-22.66357574,-11.59366608,-9.241611481,-10.50000076,-11.58247299,-16.67205811,-10.72788925,-10.53032303,-12.272229,-11.12255554,-10.69899521,-10.5617775,-12.92917328,-13.67424774,-12.11873779,-11.78042297,-11.80458984,-7.838789368,-8.673570251,-11.81902924,-12.64621506,-19.12049103,-8.115673065,-12.02613678,-11.29099808,-13.167453,-13.05410614,-12.45472336,-16.98001709,-17.20423279,-16.76618958,-9.375644684,-13.84117584,-12.18024063,-12.28044128,-9.869716644,-16.35461426,-15.63344269,-11.70910568,-6.315690613,-10.33581619,-17.6401123,-12.51834488
X LM71 R Most posterior point of the pterygoid hamulus,0.483314037,1.105966949,0.630554295,0.589297485,-0.394716978,0.975571918,-0.640235758,1.251208401,-0.563692856,-1.295310879,-0.330923843,-1.082845402,-0.370033336,-1.932649994,-1.847625351,-2.133913422,5.540198898,3.950058746,-2.122520828,-0.962141609,-1.528547859,-2.524626541,-2.027765083,-4.036362839,4.791047668,0.909097672,5.25377388,3.185786629,6.175511932,4.591905975,3.847172928,-5.134838104,-3.775072861,5.126409912,4.745631027,0.429771996,1.356333542,-1.969600105,1.464377785,-6.760173035,0.911745834,0.027842954,2.069480705,2.294944191,-0.565122509,-0.021980567,5.93272171,-0.711299181,4.212504196,1.857005692,-0.428205156,7.620819855,-1.250937843,-1.600962067,2.240332031,-7.021357727,4.433686829,5.671135712,0.928950691,5.493785477,3.823474503,5.390719223,4.812466431,4.177436829,-2.588195038,1.199555779,3.120145798,-3.704675293,4.302271652,5.282596588,4.543674088,5.03059845,4.636354828,1.35813303,-8.208483124,-1.711563301,-5.919826889,1.571902466,1.617093277,5.420975876,0.066713488,-6.086309433,1.874748421,2.047113609,4.968851852,4.96176796,5.272264481,5.018813705,-5.885282135,5.407634354,-5.537466812,1.291410446,0.325256729,0.860991669,0.747647953,5.063382339,-5.518681717,-0.14678303,4.200592422,4.610142517,1.209715748,4.931432343,6.418588257,-2.275107765,-0.661328077,4.180531311,4.718659973,4.995146179,-6.243124771,6.366008759,-2.241454506,0.547169685,0.617007351,1.074848843,0.859771824,-0.470772552,-1.057838154,-5.142831039,2.316235733,-0.12795682,3.813337708,4.15658989,3.848640442,4.170043182,3.534757996,5.224844742,2.161178398,-5.009870148,3.284801483,5.9347332,2.835656166,-6.399834061,4.183189392,-0.250567746,-10.37129822,-3.232698059,-9.054166412,3.363552856,4.039806366,-3.028547287,1.404572201,2.294088554,3.99196167,5.63071785,-2.739797592,2.414530754,5.538649368,5.485941696,4.465019226,3.677101898,4.953541183,-7.016805267,-4.798927689,4.696035385,4.260295105,1.253414345,-6.912680054,3.558811951,2.20028038,4.115458679,3.905386734,2.987574387,1.946671486,1.817851257,0.20798161,-8.380458069,4.098289108,5.528207397,4.611205673,2.025013924,0.780306911,0.260258484,4.776049042,-8.266980743,1.165348434,0.665391874,5.196489334
Y LM71 R Most posterior point of the pterygoid hamulus,-3.77390213,-3.083389473,-1.163926697,-3.188212204,-3.224209976,-3.621341705,-2.517443275,-3.154850578,-3.045438576,-3.123262024,-4.110060883,-8.019692993,-2.319913483,-8.01110611,-7.52269516,-2.833439064,-8.386301422,-5.885667038,-4.18696022,-4.076729965,-3.587604904,-7.608948517,-8.321604919,-8.624099731,-5.807120514,-4.049262238,-8.185527039,-7.816564941,-8.69280777,-8.931108093,-8.833267975,-10.66989441,-4.563906097,-8.68369751,-8.320207977,-3.690316391,-3.533821487,-13.64215851,-8.231193542,-11.1266098,-4.114741135,-5.361360168,-2.637072563,-2.957216263,-3.220952988,-3.385482788,-8.752120209,-3.923852921,-8.948126984,-3.29276886,-3.570172882,-19.55830994,-7.17345047,-3.304879379,-4.265370941,-10.51300049,-8.5818367,-8.185754395,-3.427802277,-8.204468536,-8.000003052,-7.70306778,-8.381174469,-8.277614594,-7.701589966,-2.799437141,-10.17934723,-13.32744293,-7.996644592,-8.726461792,-8.410478973,-8.955692291,-7.598589325,-3.828854752,-10.09115448,-13.09619598,-11.1070282,-2.932883835,-2.560273361,-8.845361328,-3.656616211,-10.7780838,-3.792014694,-3.817481995,-8.077224731,-9.005436707,-8.614633942,-8.501914978,-11.23273392,-9.052428436,-11.42780151,-3.555322647,-3.717010498,-2.616481209,-2.355067062,-8.641325378,-11.19899139,-3.322771454,-7.707480621,-8.907687378,-4.020346451,-8.473022461,-8.014539337,-14.13537598,-3.731716156,-7.573709869,-8.408107758,-7.534609985,-11.34355927,-8.464503479,-14.0731781,-3.243321991,-3.129716301,-3.068583298,-3.194516945,-2.938738441,-2.349129105,-4.057678604,-6.311045456,-5.692545319,-8.470845032,-8.298711395,-8.396520996,-8.940052795,-5.70006752,-9.04957962,-5.711960602,-3.98107872,-6.294785309,-10.40039673,-3.09329071,-11.82231522,-8.505284882,-3.955199051,-10.08025284,-18.05636749,-3.541032791,-6.369643784,-8.805613708,-12.36434708,-6.434392548,-6.479364014,-8.257962799,-9.310816193,-11.29111938,-6.473681641,-7.129525757,-8.071575165,-9.177197266,-9.17492981,-9.327086639,-4.582791901,-4.25813942,-8.420139313,-7.416632843,-11.9532753,-5.182814407,-6.39862175,-5.626735306,-7.951558685,-8.05295639,-8.875595093,-3.246776581,-3.207102203,-2.749806023,-3.477067184,-9.687218475,-9.191821289,-8.477082825,-7.022341156,-3.605696869,-3.690436172,-8.639154816,-6.515326691,-3.830314255,-2.743074036,-8.371898651
Z LM71 R Most posterior point of the pterygoid hamulus,-19.51941833,-20.7298172,-26.52516479,-20.11543427,-20.27783966,-19.75955353,-21.2432724,-20.667099,-10.35880814,-10.74549484,-9.427393341,-4.422863007,-11.68758621,-3.797888184,-4.424267197,-6.598682404,-10.95805283,-9.393849182,-9.221710205,-8.904888916,-9.887879944,-4.064003754,-3.260929871,-3.803165054,-9.469225311,-19.59903564,-12.32677536,-12.95742798,-11.80175095,-11.14511261,-11.22738342,-8.030940247,-18.0250824,-11.763517,-12.27447128,-19.72432709,-20.04527893,-10.1900322,-17.12324982,-7.567583466,-18.71621704,-23.76314392,-20.62286224,-20.70938721,-20.22901001,-19.75228271,-11.33847656,-18.90678406,-10.86746521,-19.79898682,-19.49393158,-8.143076324,-22.62398682,-19.92780609,-25.06465759,-7.038596344,-11.54368134,-12.32404709,-19.53723907,-12.27791443,-11.44854965,-12.72300949,-12.46317673,-12.18491821,-13.10879822,-21.01565094,-15.48070526,-15.87833557,-12.3196991,-11.0117424,-11.93264618,-11.10269775,-13.72144165,-19.72917023,-8.616181946,-11.54993134,-6.574015045,-20.47230682,-19.65664978,-11.96612473,-20.42240448,-7.793115997,-19.81866608,-19.79916534,-12.68947144,-10.81907349,-10.97501297,-11.88061142,-6.907012939,-10.6437088,-7.164547729,-19.40722504,-19.36373291,-21.59437408,-21.57224121,-11.51346054,-6.230966949,-19.38104401,-12.8618988,-11.2029335,-19.772966,-12.08316116,-12.77114487,-10.56919937,-20.72986755,-12.90029602,-11.96975708,-12.91291199,-6.506577301,-11.64411469,-9.939398956,-19.74701538,-20.12019653,-20.59625397,-20.16119385,-20.36257782,-21.44293671,-11.9673317,-8.120916748,-8.648484802,-9.95715332,-10.64425659,-10.87752609,-10.04607468,-8.738939667,-9.540299225,-8.902657318,-11.6861824,-9.224169922,-15.78558655,-18.29465485,-4.769129181,-12.2166832,-19.49065704,-25.33466339,-10.80333252,-12.67693481,-7.625020599,-9.504985046,-14.90931702,-7.777553558,-7.412579346,-10.25083694,-9.247426605,-10.86849213,-7.794024658,-10.30187912,-11.65206909,-9.919564819,-9.781313324,-9.772808838,-11.07210693,-11.70031662,-9.91417923,-10.52384338,-17.2280304,-11.47403336,-8.724867249,-8.561208344,-11.19875793,-11.11685715,-10.35337906,-19.93740234,-20.75627289,-20.79768219,-12.60854721,-15.15873718,-9.577274323,-11.94442062,-6.636472321,-19.85780945,-19.11697388,-12.15418396,-6.173838425,-9.96404953,-20.60525513,-12.17902451
X LM72 L Most posterior point of the pterygoid hamulus,0.803568077,1.13868885,0.527951813,0.781791735,0.146852791,1.26228056,0.198435795,2.10465374,-4.806946182,-5.703695679,-4.337327576,-5.776470566,-4.92628212,-7.164442444,-6.388011169,-6.623642731,8.489618683,3.595510101,-6.405941772,-5.564255524,-6.232600403,-6.79001236,-6.479528046,-8.211395264,4.42630043,1.794118881,10.20075684,8.054460144,10.75711288,9.78501358,8.477633667,-0.205919361,-8.928463745,9.972949219,9.521737671,0.786549759,1.623366547,-4.939690399,1.018357849,-1.890404701,1.946319771,1.165790462,2.077133942,2.680745697,0.294445443,0.047334689,10.7463089,0.464379692,8.686519623,2.511142921,-0.092926991,7.651584625,-1.835658455,-0.722131824,1.535745525,-2.009364319,9.462654877,10.75422745,0.895479107,10.78126678,8.728782654,10.31771698,9.855254364,9.391523743,-7.498321533,1.382004738,2.44058857,-3.871258926,9.280156708,10.27339706,9.55276413,10.20000992,9.698337555,2.237638664,-3.65680809,-5.183081818,-1.027940083,1.841392708,1.964986229,10.67345886,0.899128532,-0.73182869,2.708284378,2.636765671,9.898212433,10.27578354,9.815316772,9.989930725,-1.087275887,10.65318527,-0.817588139,1.465659618,0.958196735,0.649841976,0.666261244,10.31874161,-0.57668438,-0.047562191,9.069755554,9.496342468,2.352009583,9.002812958,11.1217804,-6.039410019,-0.832692623,8.662658691,9.717945862,9.718024445,-1.187093163,11.18776703,-5.237541962,1.093410969,1.138888264,1.67339325,1.331083679,0.123452497,-0.604081583,-5.112443924,2.282832336,-0.51661396,6.683342743,7.659758759,7.229980469,7.636450195,3.341776276,8.220627594,2.050583649,-4.920335388,2.623801231,3.369238281,-0.514552259,-1.529618549,9.047512054,0.884295464,-11.21860886,0.525934124,-9.085441589,3.248654556,7.054741669,-2.91450386,1.471652794,2.464010239,7.158143616,9.030957794,0.909282684,1.515958309,8.840420532,8.808925629,8.065901184,7.022055054,8.648854828,-6.530874634,-4.907671738,7.970386505,7.473430634,4.850228882,-6.061904907,3.304424286,1.98014164,7.14517746,7.387601471,6.562495422,2.503427505,1.647226524,-0.05210923,-8.40868454,3.950946808,8.891277313,9.194702911,2.299637604,1.851446152,1.108929253,9.464479065,-12.52095413,-3.348985672,1.055946255,10.2759613
Y LM72 L Most posterior point of the pterygoid hamulus,-6.423842621,-5.723336029,-2.775642586,-5.544874573,-5.838653946,-6.071976471,-5.191823578,-5.527470016,-2.561956024,-2.581149292,-3.774479675,-7.189093781,-1.802578163,-7.651443481,-6.977376556,-2.263696289,-6.377953339,-4.063344955,-3.926353836,-3.513877106,-3.452519989,-7.012190247,-7.668651581,-8.293284607,-3.672373962,-6.497229767,-7.797366333,-7.737386322,-8.463474274,-8.594822693,-8.72077179,-10.48339996,-4.240052795,-8.325335693,-8.050985718,-6.114262009,-6.313483047,-16.79055481,-12.6384697,-11.65293655,-6.769128418,-7.516499329,-5.445257568,-5.497130203,-5.731721115,-6.008781433,-8.463697052,-6.549060822,-8.790931702,-6.037508392,-5.865733337,-18.06612396,-4.977278137,-5.788767242,-5.960323715,-10.46245499,-8.427983093,-8.112253571,-6.062314224,-7.712447357,-8.380141449,-7.670372772,-8.240499878,-8.181808472,-7.661858368,-5.450383377,-15.11889801,-8.374350739,-7.800386047,-8.264102936,-8.071388245,-8.891595459,-7.576630402,-6.086177063,-10.09181366,-16.46162567,-10.92575302,-5.334001541,-6.196780014,-8.515637207,-6.211891556,-10.63570938,-6.381533813,-6.21617775,-7.865077209,-8.623453522,-8.48687439,-8.097946167,-11.04914246,-8.594565582,-10.86559753,-6.208685684,-5.963143158,-4.996676636,-4.877278519,-8.461323547,-10.68247681,-5.893807983,-7.644702148,-8.668466187,-6.525972748,-8.201948547,-7.524019623,-17.00874786,-6.352943802,-7.366469574,-8.168140411,-7.161180115,-11.205439,-8.046165466,-17.27077942,-5.933649826,-5.510095215,-5.354094315,-5.37909584,-5.511214447,-4.7218647,-6.71100235,-3.790819168,-3.421129608,-6.265860748,-6.38948555,-6.626964569,-6.934803772,-3.027661133,-6.915576172,-3.096160698,-6.222597122,-4.255614853,-13.75026703,-4.864458466,-11.79655075,-8.110991669,-6.771369171,-13.65917511,-21.2634201,-6.296282959,-4.054171753,-6.482884216,-7.966712189,-4.091717148,-3.814354706,-6.324589539,-7.277977753,-8.377051544,-2.915453911,-6.223319244,-6.074018478,-7.359441376,-7.452809143,-7.474463654,-7.226967621,-6.677784729,-6.350565338,-5.575543594,-8.786973572,-7.559254456,-4.832035828,-3.462638855,-6.147798157,-6.209270477,-6.820994568,-5.658789063,-5.91751442,-5.630815887,-5.742238617,-14.32764282,-7.10617218,-8.263870239,-4.38561821,-6.042313766,-6.544767761,-8.438783264,-6.114278412,-3.535668182,-5.411870193,-8.127990723
Z LM72 L Most posterior point of the pterygoid hamulus,-15.55191193,-16.79181061,-22.47294769,-16.45392761,-16.32489471,-15.82494354,-16.92455902,-16.70497894,-10.55606308,-11.0919754,-9.32982254,-4.855588531,-12.25807266,-4.276499176,-4.831801224,-7.28579483,-13.76542206,-13.20214996,-9.871463776,-9.573735046,-10.09318619,-5.023904037,-3.479200745,-3.914279556,-13.42641602,-15.19813538,-12.84815979,-13.59631042,-11.92991028,-11.35842667,-11.27527847,-8.429123688,-18.05267944,-12.15661926,-12.45838165,-15.69375916,-15.63675079,-12.08361359,-16.37736664,-7.619104767,-14.7696228,-19.89530029,-16.68626709,-16.77686462,-15.99544678,-15.50869293,-11.70372849,-14.93972473,-11.30792618,-15.5554184,-15.87955017,-3.173777771,-18.28990326,-15.24061279,-20.23637238,-7.549996948,-11.92145004,-12.07992935,-15.4329834,-12.81333771,-11.79377289,-13.08793182,-12.57519226,-13.06431885,-13.07145081,-16.72033997,-13.52999573,-16.31847229,-12.84487457,-11.81347198,-12.33020477,-11.79221878,-13.71063538,-15.9434967,-8.862915802,-13.76524353,-6.687689209,-16.59902344,-17.69438171,-12.13545685,-16.12709808,-7.985311127,-15.56009521,-15.85809937,-12.96320953,-11.35402451,-11.48125076,-12.85653534,-6.657888794,-11.03554306,-7.05377121,-15.50729828,-15.84303589,-17.63959808,-17.69826202,-11.78594131,-6.116443253,-15.02712708,-12.78278732,-11.21076202,-15.75553131,-12.34898834,-13.28309021,-12.89850464,-16.35321503,-13.39806366,-12.50117111,-13.60601807,-6.091203308,-12.10627441,-11.60456696,-15.83314667,-16.42002716,-16.8117981,-16.6546875,-16.38132935,-17.49549713,-8.013734436,-11.58811111,-12.10283203,-12.62307053,-12.92095184,-13.40435028,-12.74644852,-12.84097748,-12.06113434,-12.70129013,-8.466121674,-13.02502747,-16.08247375,-15.47505493,-4.471525955,-13.18375854,-15.02619019,-21.92227173,-12.1132019,-8.719718933,-10.91443176,-12.24210892,-16.84532166,-11.40219345,-11.1664444,-12.92410126,-11.7061142,-11.02444611,-11.10093994,-13.92864838,-14.32231598,-12.77518845,-12.44736404,-12.61455002,-7.205300903,-7.836890411,-12.67376709,-13.37870483,-19.16082611,-7.540589905,-12.6694046,-11.74789124,-13.68589935,-13.57604065,-13.02623596,-16.53892975,-16.65131226,-16.05262756,-8.767988586,-13.61765594,-12.68480377,-12.51340179,-10.59088211,-15.87027435,-14.9707489,-12.13448334,-6.320796204,-10.3586647,-16.56265564,-12.82596741
"X LM73 R Postpalatine torus, distal",5.734677124,5.859519958,5.12480545,4.58393631,3.797165298,5.606953049,3.887576294,5.931489182,-1.148602009,-1.695714569,-0.377340007,-1.753585434,-1.268592358,-2.709287071,-2.571945953,-3.035884285,1.703177261,-0.472118664,-2.834635162,-1.795682335,-1.880332565,-3.668487549,-2.864251137,-4.371765137,0.677855873,5.623110962,4.753755569,2.601699066,5.623550034,4.304034424,3.502418518,-5.422462845,-4.058620834,4.94371109,4.321143341,4.735810852,6.631324768,-2.117093086,-2.778103828,-6.514690399,5.163319778,4.371092987,6.447743225,6.560585022,4.968753052,5.218796158,5.333179855,3.554975891,3.928411484,6.009934616,4.927624893,2.875159073,3.542002106,3.713182068,7.810132599,-7.219552612,4.205282211,6.199497223,5.544643402,4.939975357,3.974461746,5.014597702,4.774785233,3.623352051,-2.432433891,6.324705887,-3.110746956,1.547422504,4.111983871,4.394852066,4.008589935,4.606615067,4.86689949,5.451741409,-8.055200195,-1.678646278,-6.085384369,6.702529907,6.066823196,5.455455017,5.236304855,-6.072410202,7.016511536,7.525299072,4.755722046,4.466227722,4.774606705,4.600215912,-5.725268555,4.923412323,-5.995163345,5.673641205,4.936159134,6.431497192,5.807424545,4.893564987,-5.310148621,4.686789322,4.214129639,4.64561348,6.080863571,4.015772629,5.812765121,-2.00773983,4.170889664,3.901405334,4.017430496,4.753855133,-5.564464569,5.790351868,-2.896840286,5.277368927,5.063487625,5.796782684,4.709862137,4.155483246,3.544789886,-1.210212517,-1.181099606,-4.249071503,0.744439459,1.572227001,1.299217129,1.636950493,-0.511513376,1.880805779,-2.116077423,-1.030167389,-0.30289669,3.147503853,5.233701706,-6.060462952,3.906108093,5.615370941,-5.21658783,-2.576801682,-4.548009491,-0.951730728,0.701440144,0.761114168,-3.23247757,-1.709271812,1.495144272,3.319377899,-3.823812103,-2.191555405,2.359425354,1.838768005,0.833892632,0.868749523,1.871955872,-2.899476624,-0.653301287,1.712180901,1.098956776,4.370324707,-2.464918327,-0.355439067,-2.299633408,0.782017088,1.089116287,-0.091431749,6.259899902,6.080714798,4.777855682,-4.577203369,-0.82945652,1.855394173,4.159447098,-2.52359314,5.373925781,5.089309692,4.829277039,-8.950176239,0.01506637,5.925812912,4.437985611
